,id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1305,26419301,Fairview,49.25997,-123.12763,Entire home/apt,100.0,30,8,0.13,30,244,4,nan
1306,26425408,Riley Park,49.24948,-123.11406,Entire home/apt,375.0,1,15,0.23,1,6,5,23-156513
1307,26471674,Oakridge,49.2272,-123.11212,Private room,55.0,30,18,0.28,20,64,5,nan
1308,26473360,Downtown,49.27962,-123.12008,Entire home/apt,125.0,30,78,1.19,1,61,2,19-162208
1309,26497482,Renfrew-Collingwood,49.24124,-123.0276,Entire home/apt,150.0,1,82,1.26,2,285,15,23-227980
1310,26503859,Grandview-Woodland,49.27431,-123.06129,Entire home/apt,240.0,3,11,0.17,1,0,3,19-162174
1311,26505492,Oakridge,49.22764,-123.11392,Private room,40.0,30,14,0.21,20,108,3,21-156476
1312,26521642,Kensington-Cedar Cottage,49.2531,-123.06785,Entire home/apt,,75,0,,1,0,0,nan
1313,26524234,Kitsilano,49.26832,-123.15837,Entire home/apt,116.0,1,367,5.78,1,88,57,23-156522
1314,26532098,Killarney,49.23109,-123.03373,Entire home/apt,220.0,2,21,0.33,2,346,3,23-156399
1315,26574530,Downtown Eastside,49.2781,-123.08991,Entire home/apt,149.0,2,292,4.55,1,166,42,23-156583
1316,26596904,Downtown,49.28264,-123.11427,Private room,169.0,1,8,0.12,6,141,3,23-143223
1317,26605128,Mount Pleasant,49.26042,-123.11013,Entire home/apt,85.0,30,97,1.47,2,71,0,22-157036
1318,26639179,Riley Park,49.24614,-123.10186,Entire home/apt,,3,8,0.15,1,0,0,20-161638
1319,26641669,West End,49.28721,-123.12752,Entire home/apt,393.0,2,135,2.05,1,179,5,21-158367
1320,26717650,Downtown,49.27551,-123.12575,Entire home/apt,750.0,2,1,0.02,30,88,0,18-560898
1321,26755517,Downtown,49.27743,-123.12961,Entire home/apt,235.0,90,37,0.57,1,109,2,20-160412
1322,26755609,Downtown,49.27909,-123.10886,Entire home/apt,,2,52,0.8,1,0,0,18-590291
1323,26756317,Kitsilano,49.27032,-123.14916,Entire home/apt,,1,4,0.08,1,0,0,19-320359
1324,26777676,Dunbar Southlands,49.25412,-123.1905,Hotel room,,3,16,0.25,3,0,0,#18-431457
1325,26779568,Fairview,49.26177,-123.12837,Entire home/apt,100.0,30,14,0.22,30,266,0,nan
1326,26788017,Downtown Eastside,49.28191,-123.10273,Entire home/apt,,2,44,0.67,1,0,1,23-157205
1327,26790723,Hastings-Sunrise,49.2644,-123.04395,Entire home/apt,209.0,1,223,3.38,1,0,52,22-156261
1328,26801360,Hastings-Sunrise,49.2637,-123.03999,Private room,58.0,30,82,1.25,8,101,3,21-156946
1329,26815901,Strathcona,49.26541,-123.07894,Entire home/apt,,30,0,,1,0,0,nan
1330,26840662,Fairview,49.25897,-123.13424,Entire home/apt,,30,8,0.12,1,0,0,18-591630
1331,26843460,Fairview,49.26098,-123.11539,Entire home/apt,189.0,13,52,0.94,1,333,12,23-156868
1332,26846418,Downtown,49.28796,-123.12499,Entire home/apt,300.0,2,203,3.08,1,154,55,23-156462
1333,26870031,Kitsilano,49.26914,-123.16404,Entire home/apt,189.0,30,24,0.39,1,264,4,19-162320
1334,26872346,Dunbar Southlands,49.25495,-123.19067,Hotel room,,3,24,0.37,3,0,4,#18-431457
1335,26878524,Downtown,49.27305,-123.12057,Entire home/apt,150.0,1,108,1.64,1,0,31,19-592164
1336,26905511,Grandview-Woodland,49.26239,-123.07531,Entire home/apt,84.0,1,300,4.56,1,110,75,23-157347
1337,26945692,Hastings-Sunrise,49.2637,-123.03999,Private room,52.0,30,41,0.63,8,130,0,21-156946
1338,26993575,Downtown,49.27948,-123.12508,Entire home/apt,450.0,2,0,,1,0,0,Exempt
1339,27023757,West End,49.28619,-123.14039,Entire home/apt,,2,23,0.35,1,0,0,18-594107
1340,27030333,Mount Pleasant,49.2578,-123.10993,Private room,,3,27,0.41,1,0,0,18-594025
1341,27054773,Kensington-Cedar Cottage,49.25475,-123.06847,Entire home/apt,139.0,1,60,3.86,1,0,49,23-158422
1342,27057251,Victoria-Fraserview,49.2246,-123.06162,Entire home/apt,94.0,1,104,1.58,1,102,36,23-212623
1343,27092584,West End,49.28614,-123.12481,Entire home/apt,293.0,3,226,3.48,1,21,34,23-156563
1344,27110258,Downtown Eastside,49.27788,-123.09358,Entire home/apt,154.0,3,97,1.76,1,292,30,23-156637
1345,27112358,Kitsilano,49.26638,-123.1603,Entire home/apt,,5,8,0.12,1,0,0,19-162438
1346,27133016,Kitsilano,49.25875,-123.16869,Private room,121.0,2,74,1.13,1,147,17,22-173495
1347,27138486,Kensington-Cedar Cottage,49.25937,-123.07393,Entire home/apt,92.0,2,181,2.77,1,0,54,24-157427
1348,27142122,Grandview-Woodland,49.26441,-123.05764,Entire home/apt,275.0,5,10,0.19,1,0,0,22-201204
1349,27143209,Riley Park,49.24944,-123.11123,Private room,,1,15,0.23,1,0,0,18-595750
1350,27201911,West End,49.28993,-123.13938,Entire home/apt,,6,25,0.38,2,0,0,Exempt
1351,27225802,Downtown,49.2749,-123.11328,Entire home/apt,125.0,30,6,0.09,42,285,0,nan
1352,27257931,Downtown,49.28003,-123.11121,Entire home/apt,301.0,2,8,0.15,1,88,6,18-459721
1353,27265522,Mount Pleasant,49.25887,-123.08148,Private room,76.0,2,120,1.84,3,355,13,23-156515
1354,27268683,Renfrew-Collingwood,49.24196,-123.03763,Entire home/apt,,2,0,,1,0,0,19-273486
1355,27281997,Sunset,49.22481,-123.09307,Entire home/apt,175.0,30,1,0.07,2,173,0,nan
1356,27283748,Mount Pleasant,49.27116057696156,-123.10244587843091,Entire home/apt,150.0,2,105,1.62,1,7,31,23-156545
1357,27314632,Downtown,49.27958,-123.1196,Entire home/apt,,1,0,,1,0,0,nan
1358,27316956,Kensington-Cedar Cottage,49.24996,-123.08181,Entire home/apt,,1,0,,1,0,0,nan
1359,27350645,Downtown,49.27809,-123.12243,Entire home/apt,231.0,30,12,0.2,5,0,0,nan
1360,27377931,Downtown Eastside,49.2815,-123.08059,Entire home/apt,100.0,1,227,3.49,1,69,37,23-156572
1361,27391721,Downtown,49.27652,-123.12016,Entire home/apt,236.0,30,38,0.74,1,18,25,18-614001
1362,27393918,Downtown,49.27877,-123.12251,Entire home/apt,,30,30,0.46,1,0,0,nan
1363,27399165,Strathcona,49.28317,-123.08406,Entire home/apt,108.0,1,264,4.07,1,0,45,nan
1364,27399318,West End,49.28634,-123.1295,Private room,90.0,2,19,0.29,2,0,0,nan
1365,27459230,Kerrisdale,49.22958673793841,-123.1780034187543,Entire home/apt,232.0,2,95,1.68,2,82,20,23-156841
1366,27459578,Downtown,49.28734,-123.11503,Entire home/apt,245.0,30,1,0.02,1,0,0,nan
1367,27466923,Downtown,49.27194,-123.12195,Entire home/apt,250.0,30,2,0.07,42,310,1,nan
1368,27492885,Arbutus Ridge,49.25023,-123.16585,Private room,,2,1,0.02,1,0,0,18-597077
1369,27508424,Renfrew-Collingwood,49.23851,-123.0469,Entire home/apt,83.0,2,44,0.7,5,0,23,23-156340
1370,27509280,Renfrew-Collingwood,49.23848,-123.04738,Private room,44.0,1,38,0.59,5,12,5,23-156340
1371,27514047,Riley Park,49.23668,-123.10929,Private room,107.0,2,42,0.65,2,201,12,23-163301
1372,27530828,Riley Park,49.23644,-123.10927,Private room,107.0,2,33,0.51,2,200,15,23-163301
1373,27546921,Downtown,49.28013,-123.11874,Entire home/apt,,31,1,0.02,38,0,0,nan
1374,27554125,Grandview-Woodland,49.28855,-123.05989,Entire home/apt,,4,80,1.23,2,0,0,22-156270
1375,27561314,Downtown,49.27666,-123.12875,Private room,,1,2,0.03,1,0,0,Exampp
1376,27575920,Downtown Eastside,49.27863,-123.09925,Entire home/apt,,90,0,,1,0,0,nan
1377,27614109,West End,49.28887,-123.13784,Shared room,,3,7,0.11,2,0,0,Exempt
1378,27638711,Downtown,49.2786,-123.12892,Entire home/apt,,2,1,0.02,1,0,0,18-603765
1379,27641406,Downtown,49.27861,-123.12484,Entire home/apt,677.0,30,0,,1,226,0,nan
1380,27662224,Shaughnessy,49.25681686401367,-123.1409149169922,Entire home/apt,216.0,4,82,1.27,1,83,18,22-156199
1381,27676888,Downtown,49.27889,-123.10794,Entire home/apt,151.0,4,124,1.92,1,22,8,23-226077
1382,27695390,Riley Park,49.24393,-123.0923,Entire home/apt,650.0,6,5,0.09,2,18,0,23-158657
1383,27706117,Renfrew-Collingwood,49.25891,-123.05207,Entire home/apt,249.0,1,203,3.19,1,233,33,23-156628
1384,27706507,Grandview-Woodland,49.2839,-123.05968,Entire home/apt,,5,0,,1,0,0,18-604693
1385,27738173,Kitsilano,49.26616,-123.1608,Private room,156.0,4,9,0.17,5,0,4,23-261151
1386,27740401,Kensington-Cedar Cottage,49.24059,-123.0787,Entire home/apt,114.0,1,356,5.49,1,0,88,23-157270
1387,27753261,Downtown,49.27533,-123.11453,Entire home/apt,,30,0,,1,0,0,nan
1388,27759917,Sunset,49.23244,-123.10406,Entire home/apt,122.0,3,30,0.49,1,161,17,18-624470
1389,27763197,Downtown,49.27846,-123.10824,Entire home/apt,,180,21,0.33,2,0,8,18-567739
1390,27778807,Fairview,49.26628,-123.13326,Private room,400.0,3,33,0.51,1,0,0,19-162844
1391,27791241,West End,49.28671,-123.12758,Entire home/apt,234.0,30,50,0.78,1,336,1,19-162961
1392,27833919,Downtown Eastside,49.27674,-123.10039,Entire home/apt,,1,131,2.08,1,0,0,20-161284
1393,27837513,Riley Park,49.23564,-123.11403,Private room,85.0,30,60,0.93,5,40,10,23-156650
1394,27849505,Riley Park,49.23596,-123.11286,Private room,83.0,30,34,0.53,5,89,0,23-156650
1395,27875647,Downtown Eastside,49.28142,-123.10315,Entire home/apt,,2,26,0.4,1,0,0,19-162934
1396,27878050,Mount Pleasant,49.26663,-123.09157,Entire home/apt,73.0,2,74,1.15,1,194,14,23-156654
1397,27880864,West End,49.28898,-123.13589,Entire home/apt,120.0,2,6,0.09,3,0,0,20-160851
1398,27900319,Kitsilano,49.27096,-123.17555,Entire home/apt,460.0,1,64,1.06,3,250,20,22-157270
1399,27903059,West End,49.28963,-123.13362,Private room,,2,5,0.08,3,0,0,20-160851
1400,27903066,Downtown Eastside,49.27881,-123.09893,Entire home/apt,162.0,4,165,2.6,1,199,44,22-156414
1401,28008912,Sunset,49.22197,-123.08764,Entire home/apt,115.0,2,114,1.97,1,0,28,22-156-114
1402,28015083,Riley Park,49.2366,-123.09677,Entire home/apt,100.0,30,49,0.78,1,27,7,20-328145
1403,28032949,Sunset,49.21619,-123.0864,Private room,,2,0,,1,0,0,Exempt
1404,28049283,Riley Park,49.25571,-123.09759,Entire home/apt,,30,104,1.62,1,0,2,22-156438
1405,28053100,Riley Park,49.24377,-123.0937,Entire home/apt,106.0,2,142,2.21,1,7,30,22-156441
1406,28083134,Fairview,49.2583,-123.1182,Entire home/apt,,30,0,,1,0,0,nan
1407,28107117,Arbutus Ridge,49.24804,-123.15723,Entire home/apt,,1,8,0.12,1,0,0,18-613952
1408,28127771,Sunset,49.2193,-123.08204,Entire home/apt,160.0,7,11,0.18,2,28,1,18-609109
1409,28127976,Downtown,49.27349,-123.12701,Entire home/apt,236.0,4,33,0.61,1,5,3,23-157523
1410,28154661,Downtown,49.27875,-123.11443,Entire home/apt,155.0,30,15,0.24,12,141,2,nan
1411,28207765,Kitsilano,49.27034,-123.15893,Entire home/apt,95.0,30,24,0.4,3,107,6,nan
1412,28220710,Renfrew-Collingwood,49.23739,-123.04725,Private room,50.0,1,18,0.29,5,8,2,23-156340
1413,28225952,Marpole,49.21315,-123.11638,Private room,80.0,3,42,0.66,6,66,14,23-156300
1414,28227836,Downtown,49.27541,-123.12821,Entire home/apt,203.0,3,4,1.03,1,7,4,23-258056
1415,28228002,Mount Pleasant,49.26766,-123.10797,Entire home/apt,128.0,90,13,0.23,3,216,4,nan
1416,28229609,Kensington-Cedar Cottage,49.24086,-123.0825,Entire home/apt,105.0,3,67,1.05,1,24,21,23-156441
1417,28233949,Killarney,49.21893,-123.04533,Entire home/apt,237.0,2,12,0.25,1,0,6,23-156412
1418,28256722,Hastings-Sunrise,49.29007,-123.04229,Entire home/apt,140.0,1,43,0.68,3,270,1,21-156-492
1419,28311114,Kerrisdale,49.22227,-123.14385,Private room,,4,5,0.08,4,0,0,18-610000
1420,28317472,Downtown Eastside,49.27775,-123.08402,Entire home/apt,170.0,5,14,0.23,2,141,3,23-156542
1421,28318264,Downtown,49.27843,-123.12337,Entire home/apt,110.0,2,237,3.72,2,0,56,22-157640
1422,28320956,Riley Park,49.24938,-123.09775,Entire home/apt,92.0,1,199,3.26,3,312,44,23-156634
1423,28331525,Riley Park,49.25137192081954,-123.09585109632144,Entire home/apt,200.0,3,113,1.78,1,7,26,20-160345
1424,28334569,Downtown Eastside,49.28016,-123.08505,Entire home/apt,170.0,2,171,2.68,1,161,56,23-156681
1425,28364428,Downtown,49.27956,-123.1198,Entire home/apt,95.0,30,12,0.21,42,165,3,nan
1426,28374232,Downtown,49.28326,-123.116547,Entire home/apt,107.0,30,14,0.29,1,113,3,nan
1427,28390229,Grandview-Woodland,49.28333,-123.05654,Entire home/apt,94.0,14,3,0.05,3,0,0,19-163318
1428,28412613,Riley Park,49.24936,-123.10836,Entire home/apt,140.0,3,194,3.05,1,122,42,22-156167
1429,28443544,Kerrisdale,49.22216,-123.14425,Private room,,4,11,0.17,4,0,0,18-610000
1430,28444036,Grandview-Woodland,49.26558,-123.06377,Entire home/apt,147.0,4,211,3.3,1,334,49,22-156404
1431,28446375,Kerrisdale,49.22404,-123.14385,Private room,,3,4,0.07,4,0,0,18-610000
1432,28498818,Grandview-Woodland,49.26861,-123.07135,Entire home/apt,,5,0,,1,0,0,18-618628
1433,28544724,Hastings-Sunrise,49.27688,-123.02622,Private room,,30,12,0.22,4,0,1,20-160115
1434,28583815,Kensington-Cedar Cottage,49.26192,-123.0744,Entire home/apt,104.0,5,200,3.19,1,22,30,23-157789
1435,28586415,Hastings-Sunrise,49.29069,-123.05507,Entire home/apt,264.0,5,25,0.39,1,0,3,19-163593
1436,28604839,Downtown Eastside,49.28117,-123.09964,Entire home/apt,115.0,90,4,0.06,1,219,0,18-604652
1437,28605400,Downtown,49.2795,-123.11698,Entire home/apt,199.0,30,2,0.03,1,0,0,nan
1438,28674567,Downtown,49.27636,-123.13203,Entire home/apt,204.0,2,285,4.5,1,212,62,23-156742
1439,28697899,Renfrew-Collingwood,49.26035,-123.0538,Entire home/apt,303.0,1,420,6.6,1,303,75,24-157543
1440,28699576,Kitsilano,49.27235,-123.14831,Entire home/apt,180.0,30,6,0.27,5,344,2,nan
1441,28715022,Downtown,49.29041,-123.12514,Entire home/apt,,30,4,0.08,33,0,0,nan
1442,28718335,Dunbar Southlands,49.25618,-123.18056,Entire home/apt,150.0,30,4,0.06,1,0,0,nan
1443,28722085,Oakridge,49.22462,-123.13612,Entire home/apt,1294.0,2,126,1.99,1,0,21,24-157583
1444,28722542,Downtown,49.28053,-123.10803,Entire home/apt,302.0,2,288,4.54,1,132,54,23-156740
1445,28740196,Grandview-Woodland,49.275238,-123.066353,Entire home/apt,103.0,2,249,3.94,1,0,51,23-156581
1446,28760438,Killarney,49.23149,-123.02698,Entire home/apt,109.0,6,68,1.1,2,305,9,23-156689
1447,28815819,Kensington-Cedar Cottage,49.24215,-123.08469,Entire home/apt,,5,3,0.05,1,0,0,19-191407
1448,28873745,Mount Pleasant,49.26088,-123.08825,Entire home/apt,108.0,4,140,2.24,1,73,22,23-156748
1449,28910369,Downtown,49.27731,-123.13045,Entire home/apt,179.0,2,136,2.15,1,255,32,23-156749
1450,28934999,Downtown Eastside,49.28183,-123.10465,Entire home/apt,151.0,30,54,0.86,1,365,9,Exempt
1451,28941586,Shaughnessy,49.24718,-123.14192,Entire home/apt,,1,0,,1,0,0,Exempt
1452,28955616,Renfrew-Collingwood,49.23777,-123.03376,Private room,103.0,1,43,0.68,1,84,15,23-222730
1453,28986945,Marpole,49.21415,-123.11351,Private room,55.0,30,14,0.4,4,71,8,nan
1454,28987551,Marpole,49.21356,-123.11131,Private room,45.0,30,3,0.09,4,71,1,nan
1455,28987554,Marpole,49.21206,-123.112,Private room,45.0,30,16,0.28,4,74,5,nan
1456,29015803,Downtown Eastside,49.27672,-123.10049,Entire home/apt,79.0,2,81,1.3,1,0,0,21-157326
1457,29038663,Shaughnessy,49.23574,-123.14402,Private room,102.0,1,49,0.78,3,0,4,23-156661
1458,29038862,Downtown,49.2796,-123.12021,Private room,69.0,30,148,2.35,6,358,11,19-162253
1459,29075223,Renfrew-Collingwood,49.23699,-123.04737,Entire home/apt,239.0,2,13,0.21,5,10,9,23-156340
1460,29131502,Downtown Eastside,49.28238,-123.08353,Entire home/apt,96.0,2,156,2.5,1,159,26,22-156542
1461,29149436,Hastings-Sunrise,49.28825,-123.04841,Private room,81.0,1,110,1.77,3,64,14,23-156747
1462,29158901,Downtown,49.28046,-123.11882,Entire home/apt,,4,11,0.18,1,0,1,18-561114
1463,29177848,Hastings-Sunrise,49.28987,-123.0492,Private room,79.0,1,109,1.73,3,76,12,23-156747
1464,29184741,Kitsilano,49.27672,-123.14587,Entire home/apt,144.0,3,286,4.61,1,150,73,23-156528
1465,29187281,Downtown Eastside,49.28053,-123.0852,Entire home/apt,112.0,2,80,2.78,1,0,53,23-157517
1466,29210356,West End,49.28701,-123.13661,Entire home/apt,,90,2,0.16,33,0,1,nan
1467,29214094,Downtown,49.29046,-123.12644,Entire home/apt,,30,2,0.09,33,0,1,nan
1468,29236428,Fairview,49.26463,-123.12388,Entire home/apt,,3,20,0.33,1,0,6,22-156271
1469,29238817,Downtown,49.28124,-123.11812,Entire home/apt,250.0,2,19,0.31,1,0,0,18-632424
1470,29244633,Kensington-Cedar Cottage,49.2533,-123.07999,Entire home/apt,,1,97,1.54,1,0,0,20-159638
1471,29266447,Mount Pleasant,49.26089,-123.10111,Entire home/apt,158.0,10,91,1.47,1,235,23,23-156613
1472,29279647,Sunset,49.21456,-123.10065,Private room,129.0,2,46,0.75,1,70,15,23-156739
1473,29346974,Downtown,49.29363,-123.13424,Private room,40.0,93,0,,1,90,0,nan
1474,29393169,Downtown,49.28014,-123.12497,Entire home/apt,131.0,1,224,3.59,1,0,53,23-156760
1475,29462560,Sunset,49.21282,-123.08991,Entire home/apt,89.0,2,59,0.95,1,0,0,20-161329
1476,29481528,Downtown,49.27766,-123.13083,Private room,,30,0,,1,0,0,nan
1477,29548839,Dunbar Southlands,49.253,-123.18431,Entire home/apt,175.0,1,192,3.08,1,140,26,23-157614
1478,29593493,West Point Grey,49.27239,-123.20732,Entire home/apt,300.0,3,54,0.87,1,364,12,21-157389
1479,29649427,Grandview-Woodland,49.26811,-123.06223,Entire home/apt,,3,3,0.05,1,0,0,22-231087
1480,29659260,Downtown Eastside,49.27726,-123.09873,Entire home/apt,,31,0,,1,0,0,nan
1481,29679599,Mount Pleasant,49.26033134666716,-123.09334103504432,Entire home/apt,527.0,1,66,1.18,1,101,0,23-227030
1482,29703650,Downtown,49.27987,-123.12306,Entire home/apt,89.0,30,12,0.21,6,89,5,nan
1483,29736759,Downtown Eastside,49.28301,-123.09135,Entire home/apt,,3,21,0.34,1,0,0,21-169862
1484,29742641,Downtown,49.2769,-123.11652,Entire home/apt,,30,62,1.03,2,0,0,Exempt
1485,29765542,West End,49.28054,-123.13063,Private room,60.0,30,39,0.75,6,30,9,21157396
1486,29778330,Riley Park,49.25028,-123.10089,Entire home/apt,,2,3,0.05,1,0,0,19-163846
1487,29780872,Downtown,49.2801,-123.12652,Entire home/apt,100.0,30,3,0.05,1,0,0,nan
1488,29795231,West End,49.29090571707274,-123.13908873467038,Entire home/apt,141.0,2,171,2.77,1,9,48,23-157286
1489,29799311,Hastings-Sunrise,49.26689,-123.0564,Entire home/apt,104.0,2,55,0.96,1,0,33,23-208186
1490,29802812,Downtown,49.281,-123.10746,Entire home/apt,136.0,2,131,2.58,2,0,46,23-157853
1491,29802861,Kensington-Cedar Cottage,49.247,-123.07462,Entire home/apt,219.0,3,72,1.17,1,2,0,20-163488
1492,29803139,Downtown,49.28019,-123.12316,Entire home/apt,158.0,2,64,1.04,1,18,25,23-158103
1493,29806602,West End,49.29208210830669,-123.14210269481684,Entire home/apt,200.0,30,0,,1,364,0,nan
1494,29826279,Marpole,49.21615,-123.14643,Entire home/apt,140.0,2,144,2.52,1,168,34,23-156850
1495,29835925,Downtown,49.27389,-123.11694,Private room,,30,0,,2,0,0,nan
1496,29860889,Mount Pleasant,49.2631,-123.08112,Entire home/apt,,1,1,0.02,1,0,0,18-644361
1497,29900725,Downtown,49.28873,-123.11745,Entire home/apt,704.0,15,0,,30,179,0,18-560898
1498,29902621,Fairview,49.25983,-123.13621,Entire home/apt,,31,0,,1,0,0,nan
1499,29970776,Downtown,49.28798,-123.12452,Private room,,31,0,,1,0,0,nan
1500,29987830,Kitsilano,49.26024,-123.17907,Entire home/apt,200.0,15,3,0.05,2,158,0,22-156564
1501,29998069,Riley Park,49.24196,-123.10166,Entire home/apt,147.0,5,31,0.51,1,331,8,23-107205
1502,29998095,Downtown,49.27606,-123.12951,Entire home/apt,,2,6,0.1,1,0,0,18-643348
1503,30012715,Downtown,49.27507,-123.11667,Entire home/apt,110.0,30,15,0.25,1,101,3,nan
1504,30013824,Riley Park,49.24779510498047,-123.09845733642578,Entire home/apt,156.0,14,11,0.8,1,177,8,23-156611
1505,30014538,Grandview-Woodland,49.27384,-123.06744,Entire home/apt,85.0,3,130,2.13,2,223,32,23-156737
1506,30017511,Riley Park,49.23336,-123.09936,Entire home/apt,,3,74,1.2,1,0,0,19-163830
1507,30051172,Kensington-Cedar Cottage,49.24002,-123.07362,Entire home/apt,218.0,3,119,1.95,1,169,27,23-156778
1508,30069730,Downtown,49.27815,-123.10628,Entire home/apt,150.0,2,147,4.79,1,45,70,23-157403
1509,30112138,Kensington-Cedar Cottage,49.25334,-123.08245,Entire home/apt,100.0,3,73,1.2,1,164,17,23-231541
1510,30130446,Mount Pleasant,49.27105,-123.10296,Entire home/apt,,30,2,0.03,2,0,0,nan
1511,30133503,Hastings-Sunrise,49.26576,-123.05503,Entire home/apt,75.0,1,108,1.76,1,154,21,23-156779
1512,30147059,Kerrisdale,49.22245,-123.1458,Private room,,5,3,0.05,4,0,0,18-610000
1513,30180834,Dunbar Southlands,49.25084,-123.18862,Private room,91.0,1,28,5.6,1,56,28,23-248731
1514,30204180,Renfrew-Collingwood,49.23414,-123.04269,Entire home/apt,406.0,4,119,1.95,1,137,24,23-156759
1515,30206363,West Point Grey,49.26077,-123.1995,Entire home/apt,,3,5,0.09,1,0,0,19-187522
1516,30207221,Downtown Eastside,49.28123,-123.08986,Entire home/apt,,2,24,0.39,1,0,0,18-646513
1517,30213093,West End,49.28718,-123.13794,Private room,50.0,1,27,0.44,1,0,0,19-163936
1518,30229887,West End,49.28307,-123.12555,Entire home/apt,118.0,30,3,0.06,42,199,1,nan
1519,30238086,Kensington-Cedar Cottage,49.25258,-123.07974,Entire home/apt,130.0,10,40,0.73,1,6,7,20-162041
1520,30270074,Grandview-Woodland,49.26601,-123.06202,Entire home/apt,175.0,31,2,0.03,1,177,0,19 119041  FD
1521,30318796,Downtown,49.27524,-123.1295,Entire home/apt,104.0,30,12,0.2,1,340,2,19-168103
1522,30322369,Kitsilano,49.26574,-123.16033,Entire home/apt,159.0,5,113,1.88,1,230,28,23-156789
1523,30329954,Sunset,49.22564,-123.08796,Entire home/apt,,30,0,,1,0,0,nan
1524,30345097,Downtown,49.27547,-123.12861,Entire home/apt,176.0,2,177,2.94,1,191,46,23-158062
1525,30346694,Grandview-Woodland,49.27099,-123.05703,Entire home/apt,175.0,1,101,1.65,1,160,27,23-157063
1526,30346862,Downtown,49.27539,-123.13316,Entire home/apt,314.0,3,150,2.56,4,316,16,23-156767
1527,30352025,Fairview,49.26724,-123.14109,Entire home/apt,,3,0,,1,0,0,19-161287
1528,30355890,Grandview-Woodland,49.28154,-123.06002,Entire home/apt,,2,19,0.74,1,0,0,22-157880
1529,30371290,Sunset,49.23119,-123.09892,Entire home/apt,335.0,2,7,0.12,2,25,2,24-157646
1530,30373419,Sunset,49.23157,-123.09974,Entire home/apt,594.0,3,38,0.69,2,93,11,24-157646
1531,30431283,Kitsilano,49.26806,-123.1644,Entire home/apt,228.0,30,8,0.14,2,235,0,19-227572
1532,30447982,Grandview-Woodland,49.27273,-123.07279,Entire home/apt,,3,12,0.2,2,0,0,20-161462
